,Number of Stars,Full Review,title
18,4,A good camera for photography as well as for videography . Recommended for vlogging . If you are looking for mid range videography camera than Canon 200 markII is the best else for photography go for Nikon 5300 . And finally thanks Flipkart for smooth delivery,
19,5,Best camera....Its so easy to operate and the autofocus is best in class..Highly recommended for all those who needs to do photography as well as videography...I'm a begginer and I'm posting the photoes of my first day click...,
20,4,"This is my first DSLR and it's amazing.

I can take sharp photos seamlessly.

I am not quite satisfied with it's low-light performance. Both the kit lenses are not that great for low light. You'll either need to increase the ISO sensitivity or the shutter speed and in either ways the image won't be that great.

The overall performance is great and I'm planning to take more and more pictures.",
21,5,"Satisfied..!
Best mid range camera for beginners and pros as well.

I attached some pics shot by 18-55mm kit lens
Best for photo and video as well .
Eye autofocus works well .",
22,5,This is awesome for the beginners and very optic to use and smooth photography with much clearances. I love this 200d mark ll and best choice to learn photography.,
23,5,"I am just falling in love with the camera the more I am using it everyday. Everything is almost as expected from a Canon DSLR. The touch is very sensitive, the camera built is premium, response is fast l thanx to its all latest digic 8 processor. The photo taken are of great quality even on lowlights. Attached is a Sam photo taken after sunset with lowest daylight condition. There are more sample photos to be taken, I will upload more in the coming days.",
24,5,As an amature I could take these photos. I'm happy. This cam explains the complicated technicalities in an easy way. So I could easily get out from Auto mode from the first day itself. Loved the touch function in the view panel. Also the bluetooth works effectively. First I have faced some difficulties in connecting it to phone. After watching some instruction videos it was just easy. Effortlessly transfer the pics to Your phone.,
25,4,I give it review after using two months. It's such a good camera. Battery backup is good. Taking pictures are beautiful. It's good for a mid level photographer. I love this product 😍 😍😍😍😍😍😍.Check my instagram profile ______aditya2844singh______,
26,5,Nice packing Got in 42999/- amazing price with single lense. Thanks Flipkart nice Diwali gift. Wonderful camera best in this segment better than Mirrorless,
27,5,"very easy user interface so that any beginner like me got familiar with its functionality, it's auto focus I think beast in this price range,thanks to Flipkart team for timely delivered.overall worth for money",
28,5,"Great asusual... Just start clicking pictures. 😅.. Thanx flipkart for timely delivery... Just have one issue I'm from Rajasthan but here when im trying to enroll for free complementary workshop, no option for Rajasthan.. This is not a flipkart issue it's from canon.hope they will arrange the same.. So I'm giving 5 star for flipkart for their products and delivery., 😊",
29,5,This camera is a must have. If you are youtuber this is the best camera for you. It’s beginner friendly and the lens is everything you want to have. I never regret buying this camera. It came with a 16GB memory card and the battery power capacity of this camera if 100% thank you flip kart thank you canon for this awesome product.,
30,5,"Bought this DSLR on Big billion sale. Very happy with the performence through 18-55 stm lens. Some sample photos which I have transferred to my mobile, are attached here. I am extremely happy with its low light performance. All the photos here are unedited. I was bit confused between M50 and 200d mark II but atlast choosed the later one for its wide variety of lens options.",
31,5,"So, The camera comes with a standard lens to get you started. The build quality is great. Feels good in the hand. Lightweight and compact. This comes with the new Digic 8 image processor. And does a fine job out of the box. And editing some photos may also shock you with excellent results. 10/10 Will recommend. If you're a beginner and looking to stick with a DSLR and grow with it then look no further. I've added 2 of the best photos I took with the stock lens. Used Lightroom to finish it off.",
32,5,"Product is amazing, The Build quality is nice and the image quality is awesome. The auto focus is smooth as butter. Best for videos.",
33,5,"Absolutely brilliant camera!!


Got it in a very good deal and this is my first DSLR camera. Very much impressed with the features and camera👌🏻 very good camera for all the beginners",
34,5,Super camera. Eazy to use. Photos is perfect. 55-250mm super clarity. Both 2 lence is perfect. Vedio and photo 4K vedio👌👌👌👌 not good for wedding photography.,
35,4,"It's the best for the price, especially in video department.
Only con i found that, 3.5 mm jack won't support TRRS directly. It supports TRS.",
36,5,"It was amazing product.. I'm really happy with that... I'm from north-east india. And purchasing product online is not so trendy. But i know well flipkart never take a risk. They send me the product very well... Packaging is good.. And also the product what you expect is great. I have some image of portraits that we take with this product with kit lense 18-55mm the result is great. I have neutral the colure, contrast,and also saturation.",
37,5,"So this is the review post 1 month of use.

Honestly speaking I wanted to buy 700d, then 750d, then 800d, then 200d then finally got 200d Mark II. (Just understand the feeling, don't use too much logic here)

So basically speaking, waited a lot, explored a lot, then finally spent a lot and for this one.

So I am no professional photographer but not that amature as well. It's been 1 month I've been using it, exploring the features and what I can say is ""it's a great camera"".

I got the dual ki...",
38,4,A good camera for photography as well as for videography . Recommended for vlogging . If you are looking for mid range videography camera than Canon 200 markII is the best else for photography go for Nikon 5300 . And finally thanks Flipkart for smooth delivery,
39,5,Best camera....Its so easy to operate and the autofocus is best in class..Highly recommended for all those who needs to do photography as well as videography...I'm a begginer and I'm posting the photoes of my first day click...,
40,4,"This is my first DSLR and it's amazing.

I can take sharp photos seamlessly.

I am not quite satisfied with it's low-light performance. Both the kit lenses are not that great for low light. You'll either need to increase the ISO sensitivity or the shutter speed and in either ways the image won't be that great.

The overall performance is great and I'm planning to take more and more pictures.",
41,5,"Satisfied..!
Best mid range camera for beginners and pros as well.

I attached some pics shot by 18-55mm kit lens
Best for photo and video as well .
Eye autofocus works well .",
42,5,This is awesome for the beginners and very optic to use and smooth photography with much clearances. I love this 200d mark ll and best choice to learn photography.,
43,5,"I am just falling in love with the camera the more I am using it everyday. Everything is almost as expected from a Canon DSLR. The touch is very sensitive, the camera built is premium, response is fast l thanx to its all latest digic 8 processor. The photo taken are of great quality even on lowlights. Attached is a Sam photo taken after sunset with lowest daylight condition. There are more sample photos to be taken, I will upload more in the coming days.",
44,5,As an amature I could take these photos. I'm happy. This cam explains the complicated technicalities in an easy way. So I could easily get out from Auto mode from the first day itself. Loved the touch function in the view panel. Also the bluetooth works effectively. First I have faced some difficulties in connecting it to phone. After watching some instruction videos it was just easy. Effortlessly transfer the pics to Your phone.,
45,4,I give it review after using two months. It's such a good camera. Battery backup is good. Taking pictures are beautiful. It's good for a mid level photographer. I love this product 😍 😍😍😍😍😍😍.Check my instagram profile ______aditya2844singh______,
46,5,Nice packing Got in 42999/- amazing price with single lense. Thanks Flipkart nice Diwali gift. Wonderful camera best in this segment better than Mirrorless,
47,5,"very easy user interface so that any beginner like me got familiar with its functionality, it's auto focus I think beast in this price range,thanks to Flipkart team for timely delivered.overall worth for money",
48,5,"Great asusual... Just start clicking pictures. 😅.. Thanx flipkart for timely delivery... Just have one issue I'm from Rajasthan but here when im trying to enroll for free complementary workshop, no option for Rajasthan.. This is not a flipkart issue it's from canon.hope they will arrange the same.. So I'm giving 5 star for flipkart for their products and delivery., 😊",
49,5,This camera is a must have. If you are youtuber this is the best camera for you. It’s beginner friendly and the lens is everything you want to have. I never regret buying this camera. It came with a 16GB memory card and the battery power capacity of this camera if 100% thank you flip kart thank you canon for this awesome product.,
50,5,"Bought this DSLR on Big billion sale. Very happy with the performence through 18-55 stm lens. Some sample photos which I have transferred to my mobile, are attached here. I am extremely happy with its low light performance. All the photos here are unedited. I was bit confused between M50 and 200d mark II but atlast choosed the later one for its wide variety of lens options.",
51,5,"So, The camera comes with a standard lens to get you started. The build quality is great. Feels good in the hand. Lightweight and compact. This comes with the new Digic 8 image processor. And does a fine job out of the box. And editing some photos may also shock you with excellent results. 10/10 Will recommend. If you're a beginner and looking to stick with a DSLR and grow with it then look no further. I've added 2 of the best photos I took with the stock lens. Used Lightroom to finish it off.",
52,5,"Product is amazing, The Build quality is nice and the image quality is awesome. The auto focus is smooth as butter. Best for videos.",
53,5,"Absolutely brilliant camera!!


Got it in a very good deal and this is my first DSLR camera. Very much impressed with the features and camera👌🏻 very good camera for all the beginners",
54,5,Super camera. Eazy to use. Photos is perfect. 55-250mm super clarity. Both 2 lence is perfect. Vedio and photo 4K vedio👌👌👌👌 not good for wedding photography.,
55,4,"It's the best for the price, especially in video department.
Only con i found that, 3.5 mm jack won't support TRRS directly. It supports TRS.",
56,5,"It was amazing product.. I'm really happy with that... I'm from north-east india. And purchasing product online is not so trendy. But i know well flipkart never take a risk. They send me the product very well... Packaging is good.. And also the product what you expect is great. I have some image of portraits that we take with this product with kit lense 18-55mm the result is great. I have neutral the colure, contrast,and also saturation.",
57,5,"So this is the review post 1 month of use.

Honestly speaking I wanted to buy 700d, then 750d, then 800d, then 200d then finally got 200d Mark II. (Just understand the feeling, don't use too much logic here)

So basically speaking, waited a lot, explored a lot, then finally spent a lot and for this one.

So I am no professional photographer but not that amature as well. It's been 1 month I've been using it, exploring the features and what I can say is ""it's a great camera"".

I got the dual ki...",
58,4,A good camera for photography as well as for videography . Recommended for vlogging . If you are looking for mid range videography camera than Canon 200 markII is the best else for photography go for Nikon 5300 . And finally thanks Flipkart for smooth delivery,
59,5,Best camera....Its so easy to operate and the autofocus is best in class..Highly recommended for all those who needs to do photography as well as videography...I'm a begginer and I'm posting the photoes of my first day click...,
60,4,"This is my first DSLR and it's amazing.

I can take sharp photos seamlessly.

I am not quite satisfied with it's low-light performance. Both the kit lenses are not that great for low light. You'll either need to increase the ISO sensitivity or the shutter speed and in either ways the image won't be that great.

The overall performance is great and I'm planning to take more and more pictures.",
61,5,"Satisfied..!
Best mid range camera for beginners and pros as well.

I attached some pics shot by 18-55mm kit lens
Best for photo and video as well .
Eye autofocus works well .",
62,5,This is awesome for the beginners and very optic to use and smooth photography with much clearances. I love this 200d mark ll and best choice to learn photography.,
63,5,"I am just falling in love with the camera the more I am using it everyday. Everything is almost as expected from a Canon DSLR. The touch is very sensitive, the camera built is premium, response is fast l thanx to its all latest digic 8 processor. The photo taken are of great quality even on lowlights. Attached is a Sam photo taken after sunset with lowest daylight condition. There are more sample photos to be taken, I will upload more in the coming days.",
64,5,As an amature I could take these photos. I'm happy. This cam explains the complicated technicalities in an easy way. So I could easily get out from Auto mode from the first day itself. Loved the touch function in the view panel. Also the bluetooth works effectively. First I have faced some difficulties in connecting it to phone. After watching some instruction videos it was just easy. Effortlessly transfer the pics to Your phone.,
65,4,I give it review after using two months. It's such a good camera. Battery backup is good. Taking pictures are beautiful. It's good for a mid level photographer. I love this product 😍 😍😍😍😍😍😍.Check my instagram profile ______aditya2844singh______,
66,5,Nice packing Got in 42999/- amazing price with single lense. Thanks Flipkart nice Diwali gift. Wonderful camera best in this segment better than Mirrorless,
67,5,"very easy user interface so that any beginner like me got familiar with its functionality, it's auto focus I think beast in this price range,thanks to Flipkart team for timely delivered.overall worth for money",
68,5,"Great asusual... Just start clicking pictures. 😅.. Thanx flipkart for timely delivery... Just have one issue I'm from Rajasthan but here when im trying to enroll for free complementary workshop, no option for Rajasthan.. This is not a flipkart issue it's from canon.hope they will arrange the same.. So I'm giving 5 star for flipkart for their products and delivery., 😊",
69,5,This camera is a must have. If you are youtuber this is the best camera for you. It’s beginner friendly and the lens is everything you want to have. I never regret buying this camera. It came with a 16GB memory card and the battery power capacity of this camera if 100% thank you flip kart thank you canon for this awesome product.,
70,5,"Bought this DSLR on Big billion sale. Very happy with the performence through 18-55 stm lens. Some sample photos which I have transferred to my mobile, are attached here. I am extremely happy with its low light performance. All the photos here are unedited. I was bit confused between M50 and 200d mark II but atlast choosed the later one for its wide variety of lens options.",
71,5,"So, The camera comes with a standard lens to get you started. The build quality is great. Feels good in the hand. Lightweight and compact. This comes with the new Digic 8 image processor. And does a fine job out of the box. And editing some photos may also shock you with excellent results. 10/10 Will recommend. If you're a beginner and looking to stick with a DSLR and grow with it then look no further. I've added 2 of the best photos I took with the stock lens. Used Lightroom to finish it off.",
72,5,"Product is amazing, The Build quality is nice and the image quality is awesome. The auto focus is smooth as butter. Best for videos.",
73,5,"Absolutely brilliant camera!!


Got it in a very good deal and this is my first DSLR camera. Very much impressed with the features and camera👌🏻 very good camera for all the beginners",
74,5,Super camera. Eazy to use. Photos is perfect. 55-250mm super clarity. Both 2 lence is perfect. Vedio and photo 4K vedio👌👌👌👌 not good for wedding photography.,
75,4,"It's the best for the price, especially in video department.
Only con i found that, 3.5 mm jack won't support TRRS directly. It supports TRS.",
76,5,"It was amazing product.. I'm really happy with that... I'm from north-east india. And purchasing product online is not so trendy. But i know well flipkart never take a risk. They send me the product very well... Packaging is good.. And also the product what you expect is great. I have some image of portraits that we take with this product with kit lense 18-55mm the result is great. I have neutral the colure, contrast,and also saturation.",
77,5,"So this is the review post 1 month of use.

Honestly speaking I wanted to buy 700d, then 750d, then 800d, then 200d then finally got 200d Mark II. (Just understand the feeling, don't use too much logic here)

So basically speaking, waited a lot, explored a lot, then finally spent a lot and for this one.

So I am no professional photographer but not that amature as well. It's been 1 month I've been using it, exploring the features and what I can say is ""it's a great camera"".

I got the dual ki...",
78,4,A good camera for photography as well as for videography . Recommended for vlogging . If you are looking for mid range videography camera than Canon 200 markII is the best else for photography go for Nikon 5300 . And finally thanks Flipkart for smooth delivery,
79,5,Best camera....Its so easy to operate and the autofocus is best in class..Highly recommended for all those who needs to do photography as well as videography...I'm a begginer and I'm posting the photoes of my first day click...,
80,4,"This is my first DSLR and it's amazing.

I can take sharp photos seamlessly.

I am not quite satisfied with it's low-light performance. Both the kit lenses are not that great for low light. You'll either need to increase the ISO sensitivity or the shutter speed and in either ways the image won't be that great.

The overall performance is great and I'm planning to take more and more pictures.",
81,5,"Satisfied..!
Best mid range camera for beginners and pros as well.

I attached some pics shot by 18-55mm kit lens
Best for photo and video as well .
Eye autofocus works well .",
82,5,This is awesome for the beginners and very optic to use and smooth photography with much clearances. I love this 200d mark ll and best choice to learn photography.,
83,5,"I am just falling in love with the camera the more I am using it everyday. Everything is almost as expected from a Canon DSLR. The touch is very sensitive, the camera built is premium, response is fast l thanx to its all latest digic 8 processor. The photo taken are of great quality even on lowlights. Attached is a Sam photo taken after sunset with lowest daylight condition. There are more sample photos to be taken, I will upload more in the coming days.",
84,5,As an amature I could take these photos. I'm happy. This cam explains the complicated technicalities in an easy way. So I could easily get out from Auto mode from the first day itself. Loved the touch function in the view panel. Also the bluetooth works effectively. First I have faced some difficulties in connecting it to phone. After watching some instruction videos it was just easy. Effortlessly transfer the pics to Your phone.,
85,4,I give it review after using two months. It's such a good camera. Battery backup is good. Taking pictures are beautiful. It's good for a mid level photographer. I love this product 😍 😍😍😍😍😍😍.Check my instagram profile ______aditya2844singh______,
86,5,Nice packing Got in 42999/- amazing price with single lense. Thanks Flipkart nice Diwali gift. Wonderful camera best in this segment better than Mirrorless,
87,5,"very easy user interface so that any beginner like me got familiar with its functionality, it's auto focus I think beast in this price range,thanks to Flipkart team for timely delivered.overall worth for money",
88,5,"Great asusual... Just start clicking pictures. 😅.. Thanx flipkart for timely delivery... Just have one issue I'm from Rajasthan but here when im trying to enroll for free complementary workshop, no option for Rajasthan.. This is not a flipkart issue it's from canon.hope they will arrange the same.. So I'm giving 5 star for flipkart for their products and delivery., 😊",
89,5,This camera is a must have. If you are youtuber this is the best camera for you. It’s beginner friendly and the lens is everything you want to have. I never regret buying this camera. It came with a 16GB memory card and the battery power capacity of this camera if 100% thank you flip kart thank you canon for this awesome product.,
90,5,"Bought this DSLR on Big billion sale. Very happy with the performence through 18-55 stm lens. Some sample photos which I have transferred to my mobile, are attached here. I am extremely happy with its low light performance. All the photos here are unedited. I was bit confused between M50 and 200d mark II but atlast choosed the later one for its wide variety of lens options.",
91,5,"So, The camera comes with a standard lens to get you started. The build quality is great. Feels good in the hand. Lightweight and compact. This comes with the new Digic 8 image processor. And does a fine job out of the box. And editing some photos may also shock you with excellent results. 10/10 Will recommend. If you're a beginner and looking to stick with a DSLR and grow with it then look no further. I've added 2 of the best photos I took with the stock lens. Used Lightroom to finish it off.",
92,5,"Product is amazing, The Build quality is nice and the image quality is awesome. The auto focus is smooth as butter. Best for videos.",
93,5,"Absolutely brilliant camera!!


Got it in a very good deal and this is my first DSLR camera. Very much impressed with the features and camera👌🏻 very good camera for all the beginners",
94,5,Super camera. Eazy to use. Photos is perfect. 55-250mm super clarity. Both 2 lence is perfect. Vedio and photo 4K vedio👌👌👌👌 not good for wedding photography.,
95,4,"It's the best for the price, especially in video department.
Only con i found that, 3.5 mm jack won't support TRRS directly. It supports TRS.",
96,5,"It was amazing product.. I'm really happy with that... I'm from north-east india. And purchasing product online is not so trendy. But i know well flipkart never take a risk. They send me the product very well... Packaging is good.. And also the product what you expect is great. I have some image of portraits that we take with this product with kit lense 18-55mm the result is great. I have neutral the colure, contrast,and also saturation.",
97,5,"So this is the review post 1 month of use.

Honestly speaking I wanted to buy 700d, then 750d, then 800d, then 200d then finally got 200d Mark II. (Just understand the feeling, don't use too much logic here)

So basically speaking, waited a lot, explored a lot, then finally spent a lot and for this one.

So I am no professional photographer but not that amature as well. It's been 1 month I've been using it, exploring the features and what I can say is ""it's a great camera"".

I got the dual ki...",
98,4,A good camera for photography as well as for videography . Recommended for vlogging . If you are looking for mid range videography camera than Canon 200 markII is the best else for photography go for Nikon 5300 . And finally thanks Flipkart for smooth delivery,
99,5,Best camera....Its so easy to operate and the autofocus is best in class..Highly recommended for all those who needs to do photography as well as videography...I'm a begginer and I'm posting the photoes of my first day click...,
0,5,"Delivered before time so good job flipkart..
I have very little knowledge on photography. I am total amateur. But everyday I'm learning new stuffs and I'm loving it. It was a good deal..",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
1,5,"I brought this product recently. Pretty much satisfied with the product and the quality of images. Along with, I brought 10000amh power bank so that I can charge the camera when the charging level is lower. I am a Sony lover so I did not see any potential drawbacks.",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
2,5,"If you are a beginner i would suggest buy the body alone and then get a good glass.
Pair this baby with a Sigma 30mm f1.4 and Boom You get super sharp images wit that nice Bokeh BG ;)
Started loving Mirror less and my next upgrade will be a Sony Full frame. #MirrorlessFTW",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
3,5,"Fabulous camera, even though it is an older model it is still good in 2020. I used Canon 1200D for 6 years and wanted to upgrade. Glad I made this choice. Mirrorless camera makes huge difference as you see on the screen what you will get in the shot. And the color reproduction in sony cameras is amazing. I have only used it for pics so far and havent used video a lot.",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
4,5,awsome product at good price with headphone and powerbank.premium looks and finishings light weight with power... it is as expected from sony... just little unsatisfied with the lens hope it was a better zooming lens.Both lens have low zooming capacity.,SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
5,5,"I bought it on 26 March and now after one week writing this review.

I am happy with the image quality with the kit lens but it can be upgraded if you use another better ""Prime"" lens from Sigma or Zeiss lens.
The video quality is not that good in low light but if you are filming in good lighting condition, It will work awesome.
Continuous focus is good but in low light, it searches for the object too much.",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
6,5,Awesome Camera. But lens is not good. Buy sigma lens for this camera. If you are looking for cheaper prime lens (blurry background) buy neewer 35mm f1.7 emount lens. It is manual focus lens. But sharp and good.,SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
7,5,"Got my sony camera in well condition. I would like to run it with easy guide. My eye got tired when I read its manul and user guide. And I also don't like to see utube etc. Those all r difficult for my eyes. So please send me bold and easy guide , so tht I enjoy my product",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
8,5,"very good camera as compared to other brand.... as many features in this small camera, easy caaraible as itss small size and work better than a bulky old dslrs",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
9,5,"its battery charge isn't good, but you can keep extra batteries, otherwise it's good as any good dslr. It is more handy than dslr because it is light weighted and you can easily carry it in your pocket unlike dslr. Worth one!!! M quite happy with dis one :)",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
10,5,"After using for a short period of time, it gives professional experience. Great quality product with this budget. I want you to prefer Sony alpha ILCE -6000Y for beginner photography. cinematic video recording is awesome at this price. I just attaching few photos below to show my experience.",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
11,5,"Best camara at this price point and sony have most satisfying technology then others. Kit lenses are enough to capture high quality images
Attaching some shots captured with my sony alpha 6000 kit lenses",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
12,3,"Pros:
1. Features/Price in Camera body
2. EVF, Focus Peeking in manual focus.
3. Wifi connectivity - simplifies workflow
4. Adapted lenses, availability of adapters (shop from aliexpress)
5. USB charging - supplied charger is too slow, i use my power bank 1.2 A output to charge my sony a6000
6. Size, Weight

Cons:
1. Lenses
Sony E mount lenses cost double of what their/nikon/canon dslr lenses costs. Lens lineup is not that strong either.

Have to hunt for availability of...",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
13,5,"I was owning D5100 and was thinking to upgrade to full frame. But then a thought came to mind - I am not professional and carrying 1.5 weight during travel is not worth. what I can achieve is just better low light performance ?? at very high cost ?. as a non professional I thought that its important for me to have lite weight gear that's easy to carry. I read about iso performance of this and decided to go with 6000L.
I am happy with my decision , kit lens is super sharp through out focal le...",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
14,4,"I was more reviewed after purchased this camera. This sony camera good product from dslr beginners. Only dis advantage mic on video suit. This is good money value product. Delivery time was lightly delay, but all assesories and camera were safely delivered.camera and zoom lens good result, see my image. The video recording is fine.",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
15,5,"Wonderful and technically perfect camera at half the price of a highend DSLR camera. Recently I had been to Goa and Ooty and shot many pics which are beautiful and clear. Having very good experience with this camera.

C Bhattacharya",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
16,4,"I am glad that I bought this, photos make me happy (with the kit lens). Would love to see the photos with better lens on this camera.",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
17,5,It's an good option for beginners and image quality is also good . I like it . And here some samples,SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
18,5,"Amazing Camera...
Very easy to operate..
Very Fast... (auto focus & capture)
Very intelligent Auto mode.. called Superior Auto.. which u can customize as per ur requirement...
Very fine detailing in photos...
compact size is definitely a huge Advantage over DSLRs..
for the same quality of the images...

also, Good offer price by Flipkart and quick delivery...",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
19,5,"Great Mirror less Camera at very great price. I got it for 49K with no cost emi. I do not know much about cameras but my friends who deal with these cameras told me to stick to this one as this is entry mirror less and now mirror less is the future of photography, so I did. Second option in mind was Canon 200d and I was told to keep this one. Photos are truly amazing.",SONY ILCE-6000L/B IN5 Mirrorless Camera Body with Single Lens: 16-50mm Lens Reviews
20,5,"Delivered before time so good job flipkart..
I have very little knowledge on photography. I am total amateur. But everyday I'm learning new stuffs and I'm loving it. It was a good deal..",
21,5,"I brought this product recently. Pretty much satisfied with the product and the quality of images. Along with, I brought 10000amh power bank so that I can charge the camera when the charging level is lower. I am a Sony lover so I did not see any potential drawbacks.",
22,5,"If you are a beginner i would suggest buy the body alone and then get a good glass.
Pair this baby with a Sigma 30mm f1.4 and Boom You get super sharp images wit that nice Bokeh BG ;)
Started loving Mirror less and my next upgrade will be a Sony Full frame. #MirrorlessFTW",
23,5,"Fabulous camera, even though it is an older model it is still good in 2020. I used Canon 1200D for 6 years and wanted to upgrade. Glad I made this choice. Mirrorless camera makes huge difference as you see on the screen what you will get in the shot. And the color reproduction in sony cameras is amazing. I have only used it for pics so far and havent used video a lot.",
24,5,awsome product at good price with headphone and powerbank.premium looks and finishings light weight with power... it is as expected from sony... just little unsatisfied with the lens hope it was a better zooming lens.Both lens have low zooming capacity.,
25,5,"I bought it on 26 March and now after one week writing this review.

I am happy with the image quality with the kit lens but it can be upgraded if you use another better ""Prime"" lens from Sigma or Zeiss lens.
The video quality is not that good in low light but if you are filming in good lighting condition, It will work awesome.
Continuous focus is good but in low light, it searches for the object too much.",
26,5,Awesome Camera. But lens is not good. Buy sigma lens for this camera. If you are looking for cheaper prime lens (blurry background) buy neewer 35mm f1.7 emount lens. It is manual focus lens. But sharp and good.,
27,5,"Got my sony camera in well condition. I would like to run it with easy guide. My eye got tired when I read its manul and user guide. And I also don't like to see utube etc. Those all r difficult for my eyes. So please send me bold and easy guide , so tht I enjoy my product",
28,5,"very good camera as compared to other brand.... as many features in this small camera, easy caaraible as itss small size and work better than a bulky old dslrs",
29,5,"its battery charge isn't good, but you can keep extra batteries, otherwise it's good as any good dslr. It is more handy than dslr because it is light weighted and you can easily carry it in your pocket unlike dslr. Worth one!!! M quite happy with dis one :)",
30,5,"After using for a short period of time, it gives professional experience. Great quality product with this budget. I want you to prefer Sony alpha ILCE -6000Y for beginner photography. cinematic video recording is awesome at this price. I just attaching few photos below to show my experience.",
31,5,"Best camara at this price point and sony have most satisfying technology then others. Kit lenses are enough to capture high quality images
Attaching some shots captured with my sony alpha 6000 kit lenses",
32,3,"Pros:
1. Features/Price in Camera body
2. EVF, Focus Peeking in manual focus.
3. Wifi connectivity - simplifies workflow
4. Adapted lenses, availability of adapters (shop from aliexpress)
5. USB charging - supplied charger is too slow, i use my power bank 1.2 A output to charge my sony a6000
6. Size, Weight

Cons:
1. Lenses
Sony E mount lenses cost double of what their/nikon/canon dslr lenses costs. Lens lineup is not that strong either.

Have to hunt for availability of...",
33,5,"I was owning D5100 and was thinking to upgrade to full frame. But then a thought came to mind - I am not professional and carrying 1.5 weight during travel is not worth. what I can achieve is just better low light performance ?? at very high cost ?. as a non professional I thought that its important for me to have lite weight gear that's easy to carry. I read about iso performance of this and decided to go with 6000L.
I am happy with my decision , kit lens is super sharp through out focal le...",
34,4,"I was more reviewed after purchased this camera. This sony camera good product from dslr beginners. Only dis advantage mic on video suit. This is good money value product. Delivery time was lightly delay, but all assesories and camera were safely delivered.camera and zoom lens good result, see my image. The video recording is fine.",
35,5,"Wonderful and technically perfect camera at half the price of a highend DSLR camera. Recently I had been to Goa and Ooty and shot many pics which are beautiful and clear. Having very good experience with this camera.

C Bhattacharya",
36,4,"I am glad that I bought this, photos make me happy (with the kit lens). Would love to see the photos with better lens on this camera.",
37,5,It's an good option for beginners and image quality is also good . I like it . And here some samples,
38,5,"Amazing Camera...
Very easy to operate..
Very Fast... (auto focus & capture)
Very intelligent Auto mode.. called Superior Auto.. which u can customize as per ur requirement...
Very fine detailing in photos...
compact size is definitely a huge Advantage over DSLRs..
for the same quality of the images...

also, Good offer price by Flipkart and quick delivery...",
39,5,"Great Mirror less Camera at very great price. I got it for 49K with no cost emi. I do not know much about cameras but my friends who deal with these cameras told me to stick to this one as this is entry mirror less and now mirror less is the future of photography, so I did. Second option in mind was Canon 200d and I was told to keep this one. Photos are truly amazing.",
40,5,"Delivered before time so good job flipkart..
I have very little knowledge on photography. I am total amateur. But everyday I'm learning new stuffs and I'm loving it. It was a good deal..",
41,5,"I brought this product recently. Pretty much satisfied with the product and the quality of images. Along with, I brought 10000amh power bank so that I can charge the camera when the charging level is lower. I am a Sony lover so I did not see any potential drawbacks.",
42,5,"If you are a beginner i would suggest buy the body alone and then get a good glass.
Pair this baby with a Sigma 30mm f1.4 and Boom You get super sharp images wit that nice Bokeh BG ;)
Started loving Mirror less and my next upgrade will be a Sony Full frame. #MirrorlessFTW",
43,5,"Fabulous camera, even though it is an older model it is still good in 2020. I used Canon 1200D for 6 years and wanted to upgrade. Glad I made this choice. Mirrorless camera makes huge difference as you see on the screen what you will get in the shot. And the color reproduction in sony cameras is amazing. I have only used it for pics so far and havent used video a lot.",
44,5,awsome product at good price with headphone and powerbank.premium looks and finishings light weight with power... it is as expected from sony... just little unsatisfied with the lens hope it was a better zooming lens.Both lens have low zooming capacity.,
